question_id,explanation
2022_nrs_22_pm008,"エリクソンの心理社会的発達理論では、学童期（6〜12歳頃）の課題は「勤勉性 対 劣等感」である。学校での学習や活動を通じて達成感を得ることで勤勉性が育まれる。Aの「親密 対 孤立」は成人前期、Bの「自律性 対 恥・疑惑」は幼児前期、Dの「同一性 対 同一性拡散」は青年期の課題である。"
2022_nrs_22_pm009,"家族の最少構成人数は2人である。家族とは婚姻・血縁・養子縁組等により結びついた集団であり、1人では家族を構成できない。夫婦、親子など2人以上の関係性が家族の最小単位となる。なお、単身世帯は「世帯」の分類であり、家族の定義とは異なる。"
2022_nrs_22_pm010,"市町村保健センターは地域保健法に基づき設置され、住民に対する健康相談・保健指導・健康診査等の地域保健に関する事業を行う。病気の治療は医療機関の役割であり、看護師免許申請の受理は都道府県知事の業務、専門的で広域的な健康課題への対応は保健所の役割である。"
2022_nrs_22_pm011,"副交感神経は消化液分泌の促進、瞳孔縮小、気管支収縮、心拍数の減少などの作用を持つ。瞳孔散大・気管支拡張・心拍数増加はいずれも交感神経の作用である。副交感神経は「休息と消化」の神経とも呼ばれ、安静時に優位となり、消化吸収を促進する。"
2022_nrs_22_pm012,"心臓の刺激伝導系は、洞房結節→房室結節→ヒス束→左脚・右脚→プルキンエ線維の順に興奮が伝わる。洞房結節は右心房上部に位置し、自動的に電気的興奮を発生させるペースメーカーの役割を果たす。洞房結節の固有心拍数は約60〜100回/分である。"
2022_nrs_22_pm013,"成人の正常な赤血球はヘモグロビンを含み、酸素の輸送を担っている。赤血球は両面が凹んだ円盤状（球状ではない）で、核を持たない。寿命は約120日（60日ではない）であり、主に脾臓で破壊される（腎臓ではない）。ヘモグロビンは肺で酸素と結合し、末梢組織で酸素を放出する。"
2022_nrs_22_pm014,"チアノーゼは脱酸素化ヘモグロビン（還元ヘモグロビン）の絶対量が5g/dL以上に増加した状態で、皮膚や粘膜が紫〜青紫色を呈する。ビリルビンの増加は黄疸、ヘモグロビン全体の量は貧血に関連する。HbA1cは糖化ヘモグロビンで糖尿病の指標である。チアノーゼには中心性と末梢性がある。"
2022_nrs_22_pm015,"インフルエンザは飛沫感染で伝播する代表的な感染症である。疥癬はヒゼンダニによる接触感染、破傷風は創傷部位からの感染（土壌中の芽胞）、デング熱は蚊（ネッタイシマカ等）を媒介とする感染症であり、飛沫感染ではない。飛沫感染の予防にはサージカルマスクの着用が有効である。"
2022_nrs_22_pm016,"モルヒネの主な副作用には便秘、悪心・嘔吐、眠気、呼吸抑制、掻痒感などがある。便秘は最も頻度が高く、耐性が形成されにくいため、投与開始時から緩下薬を併用する。出血は抗凝固薬、難聴はアミノグリコシド系抗菌薬、骨髄抑制は抗がん剤の副作用として知られる。"
2022_nrs_22_pm017,"聴診法による血圧測定では、マンシェットの装着部位と心臓を同じ高さにすることが重要である。高さが異なると測定値に誤差が生じる。成人のマンシェットは幅12〜13cmが標準（9〜10cmは小児用）。下端は肘窩の2〜3cm上に巻く（重ならないよう）。腕との間には指1〜2本入る程度の締め付けが適切である。"
2022_nrs_22_pm018,"グリセリン浣腸液の適切な温度は約40℃（体温程度）である。20〜30℃では冷たすぎて腸管を刺激し腹痛を起こしやすい。50℃では直腸粘膜の熱傷の危険がある。浣腸液は使用前に湯煎で温め、手首の内側に垂らして温度を確認する。挿入の深さは成人で約5〜6cmが目安である。"
2022_nrs_22_pm019,"不活動状態（安静臥床など）が持続すると廃用症候群が生じる。筋萎縮、関節拘縮、骨粗鬆症、起立性低血圧、深部静脈血栓症、褥瘡などが含まれる。緊張病症候群は統合失調症、慢性疲労症候群は原因不明の疲労状態、シックハウス症候群は室内の化学物質が原因であり、不活動とは関係しない。"
2022_nrs_22_pm020,"入浴の援助では、脱衣室と浴室の温度差を小さくすることが重要である。温度差が大きいとヒートショック（急激な血圧変動）を起こす危険がある。入浴前後は水分を補給する（制限ではない）。湯温は38〜41℃が適切で45℃は高すぎる。入浴はかけ湯から始め、急に浴槽に浸からないようにする。"
2022_nrs_22_pm021,"成人の気道異物除去には腹部圧迫法（ハイムリック法）が用いられる。みぞおちの上に拳をあて、上方に突き上げることで異物を除去する。胸骨圧迫は心肺蘇生法、人工呼吸は呼吸停止時の処置、頭部後屈顎先挙上法は気道確保の手技であり、異物除去を直接の目的としない。妊婦や高度肥満者には胸部圧迫法を用いる。"
2022_nrs_22_pm022,"尿道カテーテルの挿入は尿路感染予防のため無菌操作で行い、滅菌手袋を使用する。筋肉内注射は清潔操作（未滅菌手袋可）、口腔内吸引やストーマパウチ交換は清潔操作で行うが、滅菌手袋は必須ではない。体腔内に直接器具を挿入する処置では滅菌手袋が必要となる。"
2022_nrs_22_pm023,"静脈血採血の穿刺時の皮膚に対する針の刺入角度は15〜20度が適切である。角度が大きすぎると血管を貫通するリスクがあり、小さすぎると皮膚を滑って刺入が困難になる。駆血帯は穿刺部位から7〜10cm中枢側に巻き、血管を怒張させてから穿刺する。"
2022_nrs_22_pm024,"成人の一次救命処置（BLS）における胸骨圧迫は、100〜120回/分の速さで行う。圧迫の深さは約5cm（6cmを超えない）で、完全な胸壁のリコイル（圧迫解除）を確保する。胸骨圧迫と人工呼吸の比は30:2である。AEDが到着するまで、質の高い胸骨圧迫を中断なく行うことが重要である。"
2022_nrs_22_pm025,"マックバーニー圧痛点は、臍と右上前腸骨棘を結ぶ線の外側1/3の点であり、急性虫垂炎で圧痛を認める代表的な部位である。右下腹部に位置する。ランツ点（左右の上前腸骨棘を結ぶ線の右1/3の点）も虫垂炎の圧痛点として知られる。"
2022_nrs_22_pm026,"心周期の等容性収縮期（収縮期初期）では、心室の容積は変化せずに内圧が上昇する。この時期は房室弁（僧帽弁・三尖弁）と動脈弁（大動脈弁・肺動脈弁）がともに閉じている。左心室の内圧は大動脈圧よりもまだ低いため大動脈弁は開かない。内圧が大動脈圧を超えると大動脈弁が開き駆出期に移行する。"
2022_nrs_22_pm027,"リンパの流れは、筋運動（骨格筋のポンプ作用）によって流量が増加する。成人の胸管を流れるリンパ液は1日約2〜4L（10Lではない）。右上半身のリンパは右リンパ本幹に流入し（胸管には左上半身と下半身のリンパが流入）、リンパは末梢から中枢への一方向に流れる。"
2022_nrs_22_pm028,"肥大型心筋症は心室中隔の非対称性肥厚を特徴とし、主に拡張障害が問題となる。心筋が肥厚するため心室の拡張（血液の充満）が障害される。ウイルス感染が主因なのは拡張型心筋症であり、左室内腔は拡大せずむしろ縮小する。弁膜の肥厚は弁膜症の所見であり、肥大型心筋症とは異なる。"
2022_nrs_22_pm029,"歯周病は歯肉炎と歯周炎を含む疾患で、歯周炎では真性ポケット（歯周ポケット）が形成される。原因はウイルスではなく細菌（歯周病菌）による感染である。飲酒は直接因子ではなく、喫煙が危険因子として知られる。歯槽骨まで破壊が及んでいるのは歯周炎であり、歯肉炎は歯肉に限局した炎症である。"
2022_nrs_22_pm030,"帯状疱疹は水痘・帯状疱疹ウイルス（VZV）の再活性化により発症する。初感染で水痘を発症した後、ウイルスは脊髄後根神経節に潜伏感染し、免疫低下時に再活性化する。単純ヘルペスウイルスとは別のウイルスである。運動神経麻痺（顔面神経麻痺等）を生じることがあり、ウイルスは体内に潜伏し続ける。"
2022_nrs_22_pm031,"令和2年度の雇用均等基本調査によると、男性の育児休業取得率は12.65%であった。合計特殊出生率は1.34（1.54ではない）。共働き世帯は専業主婦世帯より多い（少なくない）。離婚は結婚後5年未満が一定割合を占めるが約半数には達しない。男性の育休取得率は上昇傾向だが依然として低水準である。"
2022_nrs_22_pm032,"生活保護法の医療扶助は、医療にかかる費用を給付するものである。教育扶助は義務教育にかかる費用（高校以上は生業扶助で対応）、住宅扶助は家賃等の住居維持費用（購入費ではない）、出産扶助は分娩にかかる費用（育児用品は含まない）である。医療扶助は原則として現物給付で行われる。"
2022_nrs_22_pm033,"受療率は、人口10万人に対する推計患者数である。罹患率が高くても治癒が早い疾患は有病率が低くなる場合があり（Aは不正確）、推計患者数は病院・診療所の利用者が対象で助産所は含まない。平均在院日数は退院患者の在院日数の平均であり、調査時点で入院中の者の平均ではない。"
2022_nrs_22_pm034,"介護福祉士が一定の研修を修了した場合に実施できる医行為は、喀痰吸引（口腔内・鼻腔内・気管カニューレ内）と経管栄養（胃瘻・腸瘻・経鼻）である。摘便、血糖測定、インスリン注射は看護師等の医療職が行う行為であり、介護福祉士には認められていない。"
2022_nrs_22_pm035,"この問題は不備問題として採点除外となった。聴診器のベル型は低音（低周波音）の聴取に適しており、心雑音（特にIII音・IV音などの低音成分）の聴取に用いられる。膜型は高音（高周波音）の聴取に適し、呼吸音や高調性心雑音の聴取に用いられる。問題の選択肢に正答が複数含まれ、全選択肢が正答として扱われた。"
2022_nrs_22_pm036,"針刺し事故防止のため、針専用の廃棄容器は容量が8割程度に達したら処分する。満杯にすると廃棄時に針刺しのリスクが高まる。手袋着用は標準予防策だが針刺し防止策ではなく、アルコール消毒も感染予防措置である。リキャップ（針にキャップを戻す行為）は針刺し事故の原因となるため禁止されている。"
2022_nrs_22_pm037,"側臥位では、上側の上肢を支えるために胸腹部に枕を挿入することが適切である。シムス位では胸腹部に枕を入れる（腰背部ではない）。半座位では腰背部や膝下に枕を入れる（前胸部ではない）。腹臥位では胸部や腹部の下に枕を入れる（膝窩部ではない）。体位に応じた枕の位置が安楽の確保に重要である。"
2022_nrs_22_pm038,"タール便（黒色便）は上部消化管出血（胃・十二指腸潰瘍等）を示す。血液中のヘモグロビンが胃酸や腸内細菌によって変化し黒色を呈する。灰白色便は胆道閉塞（クローン病ではない）、鮮紅色便は下部消化管出血（鉄剤内服では黒色便）、米のとぎ汁様便はコレラ（急性膵炎ではない）が原因である。"
2022_nrs_22_pm039,"右下肢に軽度の筋力低下がある患者の三点歩行では、まず杖を患側前方（右前方）につき、次に患側の足を出し、最後に健側の足を出す。歩き始めは杖を患側前方に出す位置が適切である。杖は健側の手で持ち、患側の歩行を補助する。図の問題であるが、正解のAは患側前方の適切な位置を示している。"
2022_nrs_22_pm040,"創傷治癒の成熟期（リモデリング期）では、コラーゲン線維の再構築が進み瘢痕が形成される。マクロファージによる創内の清浄化は炎症期、基底細胞による創面の被覆（上皮化）は増殖期前半、肉芽組織の形成は増殖期の特徴である。成熟期は数か月から数年続き、瘢痕は徐々に退色する。"
2022_nrs_22_pm041,"点眼薬は下眼瞼結膜の中央に滴下するのが正しい。筋肉内注射は中殿筋（大殿筋ではない、坐骨神経損傷のリスク）に行う。坐薬は肛門から3〜4cm挿入する（1cmでは浅すぎ排出されやすい）。バッカル錠は頬と歯茎の間に挟んで口腔粘膜から吸収させるもので、かんで飲み込んではならない。"
2022_nrs_22_pm042,"AED使用時、胸部が濡れている場合は電極パッドを貼る前にタオル等で拭き取る。水分があると電気が体表を流れ、適切な除細動ができない。電極パッドは右鎖骨下と左側胸部（心尖部）に離して貼る（並べて貼らない）。心電図解析中は胸骨圧迫を中断する。心拍再開後も電極パッドは貼ったままにする。"
2022_nrs_22_pm043,"経皮的動脈血酸素飽和度（SpO2）の測定値に影響を及ぼすのは末梢循環不全である。ショックや低体温などで末梢血流が低下すると、パルスオキシメーターが脈波を検出できず、正確な値が得られない。頻脈・高血圧・高体温は直接的にSpO2の測定精度に影響しにくい。マニキュアも測定誤差の原因となる。"
2022_nrs_22_pm044,"仰臥位で手術を受けた患者の術後に薬指と小指のしびれが生じた場合、尺骨神経の圧迫が疑われる。尺骨神経は肘関節の内側（尺骨神経溝）を通過するため、手術中の肩関節の過度な内旋（外転位での固定不良）により圧迫されることがある。術中の体位管理と神経損傷の予防は看護の重要な役割である。"
2022_nrs_22_pm045,"ALS患者の嚥下機能低下に対して、経口摂取継続の希望がある場合に優先的に連携すべきは言語聴覚士（ST）である。STは嚥下機能の評価と訓練、食形態の調整を専門とする。作業療法士は日常生活動作、理学療法士は運動機能、介護支援専門員はケアプラン作成が主な役割であり、嚥下に関しては優先度が低い。"
2022_nrs_22_pm046,"臨死期の死前喘鳴（のどのゴロゴロ音）への対応として、顔を横に向けて分泌物の排出を促すことが適切である。死前喘鳴は気道内分泌物の貯留による音で、患者の苦痛とは必ずしも一致しない。過度な吸引はかえって苦痛を与える。気管支拡張薬は適応外であり、ガーゼで口腔内を拭くだけでは咽頭の分泌物には対応できない。"
2022_nrs_22_pm047,"気管支喘息に対するステロイド吸入薬は、長期管理薬（コントローラー）として使用される。吸入後は口腔カンジダ症や嗄声を予防するために含嗽（うがい）を促す。糖尿病患者にも使用可能（禁忌ではない）。不整脈は主にβ2刺激薬の副作用である。重積発作にはステロイドの全身投与が行われ、吸入薬は長期管理に用いる。"
2022_nrs_22_pm048,"ERCP検査後に心窩部痛が出現し、禁食と蛋白分解酵素阻害薬が開始された場合、急性膵炎の合併が疑われる。アミラーゼ（AMY）の上昇が膵炎の診断に有用である。アルブミンは栄養状態、カリウムは電解質バランス、CKは筋損傷の指標であり、膵炎の判断には直接関連しない。"
2022_nrs_22_pm049,"パッチテストは接触性皮膚炎の原因物質を特定するアレルギー検査で、48時間後に皮膚反応を観察する。アレルゲンを含むパッチを皮膚に貼付し、48時間後に除去して反応を判定する。さらに72時間後、1週間後にも判定を行うことがある。IV型（遅延型）アレルギーの検査であるため、十分な反応時間が必要である。"
2022_nrs_22_pm050,"シクロホスファミドはアルキル化剤に分類される抗がん剤で、出血性膀胱炎が特徴的な副作用である。代謝産物のアクロレインが膀胱粘膜を障害するため、予防として十分な水分摂取とメスナ（ウロミテキサン）の投与が行われる。緑内障はステロイド、間質性肺炎はブレオマイシン、歯肉肥厚はフェニトインの副作用である。"
2022_nrs_22_pm051,"HPV検査は子宮頸部の細胞をブラシ等でこすり取って行う検査である。HPVワクチン接種の有無に関わらず検査対象となる。HPV陽性は感染を意味するが、直ちに子宮頸癌の診断にはならない（前癌病変の可能性を示す）。HPVは抗原検査ではなくDNA検査で行われる。子宮頸がん検診と併用されることが多い。"
2022_nrs_22_pm052,"令和元年の国民生活基礎調査によると、65歳以上の自覚症状で男女とも最も多いのは腰痛である。75歳以上の通院率は約7割（9割ではない）。65歳以上の有訴者率は約半数程度だが半数以上とは言い切れない。外来受療率は75歳以上で低下する傾向がある（入院受療率は上昇）。"
2022_nrs_22_pm053,"高齢者がいる世帯で賃貸住宅に住んでいる割合が最も多いのは単身世帯である。単身の高齢者は持ち家率が相対的に低く、賃貸住宅に居住する割合が高い。三世代世帯や夫婦のみの世帯、子どもと同居世帯は持ち家率が高い傾向にある。独居高齢者の住居確保は重要な社会的課題である。"
2022_nrs_22_pm054,"介護に対して不安を抱えている家族に対しては、まず気持ちを受け止め、介護に対する思いを傾聴することが重要である。「介護は楽しい」「すぐ慣れる」「頑張りましょう」といった声かけは、不安を軽視したり精神的負担を増やす対応である。共感的態度で思いを聴き、必要な支援につなげることが看護師の適切な対応である。"
2022_nrs_22_pm055,"子どもの発達には急速な時期（スパート）と緩慢な時期があり、一様ではない。スキャモンの発育曲線でも各組織の成長パターンが異なることが示されている。原始反射は出生時からみられ生後4〜6か月頃に消失する（6〜12か月ではない）。運動発達は頭部から脚部へ（頭尾方向）向かう。新生児期は遺伝因子の影響が大きい。"
2022_nrs_22_pm056,"乳歯の石灰化は胎生期（妊娠4か月頃）に始まる。永久歯より石灰化度は低い（エナメル質が薄い）ため、齲蝕になりやすい。乳歯は生後6〜8か月頃から生え始め、2歳半〜3歳頃に20本が生えそろう（8か月では生えそろわない）。永久歯は28〜32本であり、乳歯の20本とは本数が異なる。"
2022_nrs_22_pm057,"平行遊びは2〜3歳頃までの主要な遊び方で、他の子どもの近くで同じような遊びをするが、直接的な交流はない。他の子を見て楽しむのは傍観遊び、リーダーや役割分担があるのは協同遊び（4〜5歳以降）、おもちゃの貸し借りは連合遊び（3〜4歳頃）の特徴である。遊びは発達段階に応じて変化する。"
2022_nrs_22_pm058,"母体保護法には、経済的理由により母体の健康を著しく害するおそれのある場合の人工妊娠中絶が規定されている。産後の休業は労働基準法、危険有害業務の就業制限は労働基準法と男女雇用機会均等法、妊娠を理由とした不利益取扱いの禁止は男女雇用機会均等法にそれぞれ規定されている。"
2022_nrs_22_pm059,"閉経するとエストロゲン分泌が減少し、膣内のpHが上昇して膣の自浄作用が低下する。エストロゲンは減少する（増加ではない）。日本人の閉経の平均年齢は約50歳（55歳ではない）。閉経の診断は12か月の連続した無月経で確認される（10か月ではない）。閉経後は萎縮性膣炎のリスクが高まる。"
2022_nrs_22_pm060,"妊娠に伴い循環血液量は増加し、妊娠32週頃に最大となる。体温は妊娠初期にプロゲステロンの影響で高温相が持続し、妊娠5週頃に低下はしない。乳房緊満は妊娠後期〜産褥期に顕著（15週ではない）。つわりは妊娠16週頃に軽減する（11週ではまだ続いていることが多い）。循環血液量の増加は非妊時の約40〜50%増である。"
2022_nrs_22_pm061,"産褥期には、児の乳頭吸啜刺激により下垂体後葉からオキシトシンが分泌される。オキシトシンは射乳反射と子宮収縮を促進する。子宮が非妊時の大きさに戻るのは産褥6〜8週間後（2週ではない）。分娩後は一時的に尿量が増加する（減少ではない）。プロゲステロンは分娩後に急激に減少する。"
2022_nrs_22_pm062,"災害発生後の急性期に悲嘆反応を示す被災者に対しては、その反応が異常ではないこと（正常なストレス反応であること）を伝えることが適切である。災害以外のことを考えるよう促すのは感情の抑圧につながる。「乗り越えられる」「元気を出して」は安易な励ましであり、心理的支援として不適切である。"
2022_nrs_22_pm063,"攻撃性の高い精神疾患患者のケアでは、トラウマ・インフォームド・ケア（心的外傷体験を想定した支援）が重要である。暴力行為への反省を積極的に促すのは治療的ではない。攻撃性がある時期でも疾患や治療の教育は必要に応じて行う。拘束解除前から病棟のスケジュールを説明し、見通しを持てるよう支援する。"
2022_nrs_22_pm064,"就労移行支援は障害者総合支援法に基づくサービスで、原則24か月間にわたり就職に必要な知識・技能の訓練や求職活動の支援を行う。自立生活援助は地域で一人暮らしをする障害者への生活支援、ピアサポートは同じ経験を持つ者同士の支え合い、就労継続支援A型は雇用契約に基づく就労の場の提供である。"
2022_nrs_22_pm065,"膀胱留置カテーテルの在宅管理では、外出前に蓄尿バッグの尿を廃棄して軽量にしておくことが適切である。カテーテルは大腿の内側ではなく、男性では下腹部に固定する（内側固定は尿道損傷のリスク）。遮光カバーは不要。カテーテルと蓄尿バッグの接続部は、清潔操作で定期的に交換するため外すことがある。"
2022_nrs_22_pm066,"体温37.6℃、頻脈、口唇乾燥、室温30℃という状況から熱中症（脱水）が疑われる。腋窩や鼠径部を冷やすクーリングが適切な対応である。胃瘻のある患者に水を飲ませることは誤嚥のリスクがあり不適切。頭を高くする体位は脱水時の循環血液量低下を悪化させる可能性がある。マッサージは末梢から中枢へ行う。"
2022_nrs_22_pm067,"指定訪問看護ステーションでは、主治医が交付する訪問看護指示書に基づいて療養者のケアを行う。看護職員以外にも理学療法士、作業療法士、言語聴覚士等を配置できる。緊急時用の薬剤保管の義務はない。看護職員の臨床経験年数の要件は法律上定められていないが、管理者には一定の経験が求められる。"
2022_nrs_22_pm068,"終末期の肺癌患者が咳嗽で苦しんでいるとき、妻ができるケアとして背中をさすりながら傍にいることが適切である。タッチングによる安楽の提供と精神的な支えになる。救急車の要請は在宅看取りの方針と矛盾する。仰臥位は呼吸困難を悪化させる。レスキュー薬の2倍量投与は医師の指示なく行えない。"
2022_nrs_22_pm069,"医療安全管理を担う部門（医療安全管理室等）は、組織横断的に活動するため、各診療部門や看護部等と並列ではなく、病院長直轄の位置に配置される。組織図において、病院長の直下で各部門を横断的に統括できる位置が適切である。これにより全部門に対して医療安全に関する指導・助言が可能となる。"
2022_nrs_22_pm070,"医療法では、医療機関は医療の安全を確保するための指針を策定することが義務付けられている。医療安全支援センターの設置は都道府県等の義務であり医療機関の義務ではない。医療安全管理者養成研修は外部機関が実施する。安全管理のための研修は年2回程度（2年に1回ではない）実施することが求められている。"
2022_nrs_22_pm071,"災害対策基本法には防災計画の作成が規定されている。地域災害拠点病院は都道府県知事が指定する（市町村ではない）。トリアージは限られた医療資源の中で最大多数の傷病者を救うために、治療の優先順位を決定するものであり、救命困難な患者を優先するものではない。DMATは急性期の医療チームで精神科専門ではない（DPATが精神科医療の専門チーム）。"
2022_nrs_22_pm072,"虚血性心疾患の患者と妻への生活指導では、まず患者自身と家族の生活習慣の改善についての考えを聴くことが優先される。一方的な指導（食事回数の制限、運動の提案、料理教室）ではなく、対象者の生活背景や文化的背景を理解し、自己決定を尊重した指導を行うことが重要である。"
2022_nrs_22_pm073,"肩関節の屈曲は、上肢を体側から前方に挙上する動きである。関節可動域測定では、基本軸は体幹の垂直線、移動軸は上腕骨とし、肩峰を中心として測定する。正常可動域は180度である。図の選択肢Eが前方挙上（屈曲）の正しい測定方法を示している。"
2022_nrs_22_pm074,"細菌が体内に初めて侵入したときに最初に産生される免疫グロブリンはIgMである。IgMは五量体構造を持ち、感染初期の免疫応答で最初に産生される。IgGは二次免疫応答で主に産生され、IgAは粘膜免疫、IgEはアレルギー反応、IgDはB細胞の分化に関与する。IgMの上昇は急性感染の指標となる。"
2022_nrs_22_pm075,"蓄尿時には内尿道括約筋（平滑筋）が収縮して尿道を閉鎖し、排尿筋は弛緩して膀胱を拡張させる。排尿中枢はホルモンではなく自律神経によって制御される。排尿反射は副交感神経（骨盤神経）を介して起こる（交感神経ではない）。排尿時には外尿道括約筋は弛緩する（収縮ではない）。"
2022_nrs_22_pm076,"プレドニゾロン（副腎皮質ステロイド）を長期服用すると、ネガティブフィードバックにより副腎皮質刺激ホルモン（ACTH）の分泌が顕著に低下する。外因性ステロイドが十分あるため、下垂体からのACTH分泌が抑制される。インスリン、甲状腺ホルモン、エストラジオール、PTHはステロイド長期投与による直接的な分泌低下は生じにくい。"
2022_nrs_22_pm077,"心電図の12誘導検査で、V1電極は第4肋間胸骨右縁に装着する。V2は第4肋間胸骨左縁、V4は第5肋間の左鎖骨中線上に装着する。IやaVRは四肢誘導であり、胸部電極の位置とは関連しない。V1〜V6の胸部誘導の装着位置を正確に覚えることが正しい心電図記録に重要である。"
2022_nrs_22_pm078,"尿酸はプリン体の最終代謝産物であり、溶解度が低い。下肢末端は体温が低いため、尿酸が結晶化しやすく痛風発作が足趾（特に第1中足趾節関節）に好発する。男性ホルモンは腎での尿酸排泄を抑制する（増加ではない）。激しい運動ではATPの分解でプリン体が増加し尿酸産生が増加する。利尿薬は尿酸排泄を減少させ高尿酸血症を起こしうる。"
2022_nrs_22_pm079,"血液透析では導入初期に不均衡症候群が起こることがある。透析により血中の尿素窒素等が急速に除去されると、血液と脳の浸透圧差により脳浮腫が生じ、頭痛・悪心・嘔吐等を呈する。腹膜炎は腹膜透析の合併症。カルシウムは制限ではなく補充する。導入の原因疾患は糖尿病性腎症が最多。半透膜はタンパク質を通過させない。"
2022_nrs_22_pm080,"経鼻経管栄養の胃管挿入では、胃管が咽頭に達したら嚥下を促し、嚥下運動に合わせて胃管を進める。無菌操作ではなく清潔操作で行う。挿入時は坐位またはファウラー位とする（仰臥位は誤嚥リスク）。鼻腔から咽頭までは頸部を軽く前屈ではなく後屈させ、咽頭に達してから前屈させる。確認は空気注入と胃液吸引で行う。"
2022_nrs_22_pm081,"介護保険の特定福祉用具販売で購入できるのは簡易浴槽である。入浴関連用具や排泄関連用具など、衛生面から貸与になじまないものが購入対象となる。特殊寝台、体位変換器、移動用リフト、スロープは福祉用具貸与の対象である。購入費は年間10万円が上限で、1〜3割の自己負担で利用できる。"
2022_nrs_22_pm082,"標準的な成長をしている正期産児の身長は、出生時約50cmから4歳頃に約100cmとなり、出生時の約2倍になる。体重は1歳で出生時の約3倍、身長は1歳で約1.5倍（約75cm）となる。成長のスパートは乳児期と思春期に顕著であり、成長曲線に沿った発育の確認が重要である。"
2022_nrs_22_pm083,"女子の第二次性徴に最も関与するホルモンはエストロゲン（卵胞ホルモン）である。エストロゲンは乳房の発達、皮下脂肪の増加、骨端線の閉鎖促進、月経の発来などに関与する。オキシトシンは子宮収縮・射乳、成長ホルモンは身長の伸び、甲状腺ホルモンは代謝促進、テストステロンは男子の第二次性徴に関与する。"
2022_nrs_22_pm084,"幻聴に反応して突然走り出し壁に頭をぶつける行動は、自傷のリスクがあり安全が脅かされている状態である。セルフケアのアセスメントでは、生命に直結する「安全を保つ能力」の評価が最優先される。排泄は自立しており、個人衛生や活動・休息、対人交流の問題もあるが、安全確保が最も緊急性が高い。"
2022_nrs_22_pm085,"薬物血中濃度モニタリング（TDM）が必要な薬物はジギタリスと炭酸リチウムである。両者とも治療域と中毒域が近く（治療係数が小さい）、血中濃度のモニタリングが不可欠である。ヘパリンはAPTTで、インスリンは血糖値で効果を判定する。ニトログリセリンは即効性で短時間作用型のため血中濃度モニタリングは不要である。"
2022_nrs_22_pm086,"高齢者の睡眠の特徴として、中途覚醒の回数が増加し、入眠するまでに時間がかかる（入眠潜時の延長）ことが挙げられる。多相性の睡眠（日中の居眠りが増える）になりやすく、深い眠り（徐波睡眠）が減少して浅い眠りが多くなる。総睡眠時間は短縮する傾向にある。睡眠効率の低下も特徴的である。"
2022_nrs_22_pm087,"高齢者では腎機能の低下により尿素窒素が高値を示しやすく、耐糖能の低下により食後血糖値が上昇しやすい。血小板数は加齢による大きな変化はない。白血球数も加齢で顕著な変動は示さない。AST（GOT）は加齢のみでは大きく変動しないが、基礎疾患の影響を受けることがある。"
2022_nrs_22_pm088,"精神保健における三次予防は、疾患の再発防止やリハビリテーションである。うつ病患者のリワーク（復職）支援は社会復帰を促す三次予防であり、長期入院による自発性低下の予防も三次予防に該当する。ボランティア育成やアンチ・スティグマ・キャンペーンは一次予防、自殺未遂者の希死念慮確認は二次予防に分類される。"
2022_nrs_22_pm089,"頸髄損傷で在宅療養を開始する小学生の家族への対応として、弟の退行現象（赤ちゃん返り）への注意と、利用可能な社会資源の紹介が適切である。本人が通学を希望しているため転校を勧める必要はない。ケアは母親だけでなく家族全体や社会資源を活用して行うべきである。事故については家族内で話し合えるよう支援する。"
2022_nrs_22_pm090,"酸素ボンベの使用可能時間は、(残圧/充塡圧)×ボンベ容量÷流量で計算する。(10/14.7)×500÷3＝(5000/14.7)÷3＝340.1÷3≒113.4分。四捨五入して113分が正答である。酸素ボンベの残量計算は在宅酸素療法や搬送時に必須の知識である。"
2022_nrs_22_pm091,"高浸透圧高血糖状態（HHS）は2型糖尿病患者に多く、著明な高血糖（600mg/dL以上）と脱水を呈するが、ケトアシドーシスは伴わない。肝性脳症は肝疾患に伴うアンモニア上昇、小脳出血は運動失調・めまい、DKAは1型糖尿病に多くケトン体が上昇する。HHSは高齢者や感染症を契機に発症しやすい。"
2022_nrs_22_pm092,"糖尿病の食事療法では、身長と身体活動量から適正な摂取カロリーを算出する。標準体重×身体活動量（軽い労作で25〜30kcal/kg）で計算する。入院中の軽い活動レベルであれば、標準的な成人男性で1,600〜1,800kcal程度が目安となる。1,800kcalが最も適切である。極端な制限や過剰摂取は避ける。"
2022_nrs_22_pm093,"糖尿病足病変の悪化防止には、靴下を履いて足を保護することと、暖房器具に足を近づけないこと（低温熱傷予防）が重要である。足の観察は毎日行う（月1回では不十分）。足の傷は痛みがなくても早期受診が必要（神経障害で痛みを感じにくい）。鶏眼の自己処置は感染リスクがあるため医療者に相談すべきである。"
2022_nrs_22_pm094,"グラスゴー・コーマ・スケール（GCS）は開眼（E）、言語反応（V）、運動反応（M）の3要素で意識レベルを評価する。問題の患者の状態から、E1（開眼なし）、V2（理解不能な音声）、M4（逃避反応）と評価される。GCSの最低点は3点（E1V1M1）、最高点は15点（E4V5M6）である。"
2022_nrs_22_pm095,"急性硬膜外血腫で脳ヘルニアが進行すると、患側（右側）の瞳孔が散大・対光反射消失となる。これは動眼神経の圧迫によるものである。血圧上昇（174/66mmHg：脈圧の増大）と痛み刺激への無反応はクッシング現象を示唆し、脳ヘルニアの進行を意味する。不備問題として複数回答が認められた。"
